日期,當日成交量,當日成交金額,平均成交價,開盤價,最高價,最低價,收盤價,買賣價差,周轉率,當日融資,昨日融資,當日融券,昨日融券,融資變化,融券變化,殖利率,本益比,股價淨值比,大盤融資餘額(百萬),大盤融券量
2016/6/4,2631269,420392883,159.768113,160,160,159.5,160,-0.5,1428,12041,12067,3739,3812,-26,-73,3.75,14.2,3.24,12994.9943,360288
2016/6/6,28898951,4651663660,160.9630626,161,162,160,161,1,8667,11781,12041,3774,3739,-260,35,3.73,14.29,3.26,12967.5393,368731
2016/6/7,47573770,7726094806,162.402408,161.5,163.5,161,162,1,12269,11608,11781,4261,3774,-173,487,3.7,14.37,3.28,12935.208,379136
2016/6/8,45587946,7522713617,165.0154104,164,166,163.5,165.5,3.5,15173,11172,11608,4323,4261,-436,62,3.63,14.69,3.35,12945.7301,378743
2016/6/13,54689228,8843806836,161.7102153,161,162.5,161,162,-3.5,14466,11216,11172,3277,4323,44,-1046,3.7,14.37,3.28,12925.4617,355334
2016/6/14,27823266,4508801432,162.0514799,161,163,161,162,0,10951,11306,11216,2930,3277,90,-347,3.7,14.37,3.28,12946.7844,367355
2016/6/15,29328888,4763332856,162.41096,162,163,161,163,1,9142,11007,11306,2877,2930,-299,-53,3.68,14.46,3.3,12999.9627,362785
2016/6/16,36957340,5942664024,160.7979369,161.5,162.5,159.5,160.5,-2.5,7324,11085,11007,2191,2877,78,-686,3.74,14.24,3.25,13016.1036,363176
2016/6/17,31326264,5117145004,163.349993,162.5,164.5,162,163,2.5,9885,10661,11085,2062,2191,-424,-129,3.68,14.46,3.3,12988.2368,365151
2016/6/20,24949407,4090155341,163.9379782,164.5,165,163,163,0,8639,10763,10661,1436,2062,102,-626,3.68,14.46,3.3,13008.0294,357187
2016/6/21,28042486,4621986401,164.8208508,164,165.5,163.5,165.5,2.5,10369,10428,10763,75,1436,-335,-1361,3.63,14.69,3.35,12975.6315,352630
2016/6/22,30409069,5013175385,164.8579042,164.5,166,163.5,166,0.5,8180,10708,10428,0,75,280,-75,3.61,14.73,3.36,13013.9755,346319
2016/6/23,22592551,3715357864,164.4505689,165.5,166,164,164,-2,8298,11244,10708,0,0,536,0,3.66,14.55,3.32,13042.3439,346931
2016/6/24,86994060,13854488100,159.2578631,164,164,154.5,159,-5,27192,13072,11244,0,0,1828,0,3.77,14.11,3.22,12911.272,327167
2016/6/27,43401750,6739714431,155.2866977,154.5,156,154,155.5,0,17925,13374,13072,992,0,302,992,3.86,13.8,3.15,12957.2011,326674
2016/6/28,39095886,6111752511,156.3272543,155.5,157.5,155,157,1.5,12685,13274,13374,1333,992,-100,341,3.82,13.93,3.18,13009.1756,319606
2016/6/29,32131574,5108302566,158.9807759,158.5,160,158,159,2,12754,12584,13274,2088,1333,-690,755,3.77,14.11,3.22,13007.139,320539
2016/6/30,42854433,6916567646,161.3967835,161,163,159.5,162.5,3.5,14833,11570,12584,3417,2088,-1014,1329,3.69,14.42,3.29,13004.9765,324340
2016/7/1,36577822,6042239175,165.1885991,164.5,166,163.5,166,3.5,13186,10760,11570,4877,3417,-810,1460,3.61,14.73,3.36,13018.1057,315194
2016/7/4,25968655,4302829364,165.693193,165.5,166.5,164.5,166,0,9484,10541,10760,4999,4877,-219,122,3.61,14.73,3.36,12985.1162,310221
2016/7/5,16422882,2697844648,164.2735208,165,165.5,164,164,-2,6930,10295,10541,4724,4999,-246,-275,3.66,14.55,3.32,13041.438,303757
2016/7/6,35100107,5661722124,161.3021329,163,163,160.5,161.5,-2.5,12026,10629,10295,3709,4724,334,-1015,3.72,14.33,3.27,13105.9956,285405
2016/7/7,24442273,4009459272,164.0379056,163.5,165,163,164.5,3,9726,10286,10629,4262,3709,-343,553,3.65,14.6,3.33,13116.4646,292784
2016/7/11,53434920,9066254650,169.6690975,170,170.5,168.5,170,5.5,14951,10261,10286,5211,4262,-25,949,3.53,15.08,3.44,13052.2761,293058
2016/7/12,42128936,7177356520,170.3664322,171,171.5,169.5,171,1,15021,10011,10261,5731,5211,-250,520,3.51,15.17,3.46,13020.0312,295928
2016/7/13,51719990,8708079977,168.369715,169.5,170,167,168.5,-2.5,17109,11278,10011,4886,5731,1267,-845,3.56,14.95,3.41,13021.8339,306936
2016/7/14,36131819,6094183541,168.6652848,167,170,167,169,0.5,12414,11138,11278,5210,4886,-140,324,3.55,15,3.42,13071.0058,308258
2016/7/15,41822109,7039081421,168.3100539,168,169.5,166.5,169.5,0.5,13283,10837,11138,5211,5210,-301,1,3.54,15.04,3.43,13069.5883,307443
2016/7/18,24774059,4188965471,169.0867641,168,170,168,169.5,0,6898,10465,10837,5223,5211,-372,12,3.54,15.04,3.43,13054.1684,311419
2016/7/19,43707370,7424369044,169.8653807,170.5,170.5,169,170.5,1,12495,10157,10465,5358,5223,-308,135,3.52,15.13,3.45,13073.3497,317393
2016/7/20,39076857,6633505533,169.7553499,170,170.5,169,170,-0.5,14235,9945,10157,5469,5358,-212,111,3.53,15.08,3.44,13104.622,323175
2016/7/21,35220658,6034355320,171.3299996,171,172,170,172,2,12625,9307,9945,5748,5469,-638,279,3.49,15.26,3.48,13074.5768,334731
2016/7/22,29804436,5106380820,171.3295571,172,172,170.5,171,-1,9643,9147,9307,5889,5748,-160,141,3.51,15.17,3.46,13152.3483,332261
2016/7/25,27180811,4645419181,170.9080417,172,173,169,171.5,0.5,9757,9006,9147,6040,5889,-141,151,3.5,15.22,3.47,13136.4344,331038
2016/7/26,32736383,5634149876,172.1066703,172,173,171.5,173,1.5,12399,8344,9006,5897,6040,-662,-143,3.47,15.35,3.5,13136.4021,337080
2016/7/27,36108136,6318691514,174.9935669,175,176,174.5,175,2,10896,8127,8344,6125,5897,-217,228,3.43,15.53,3.55,13153.2232,335484
2016/7/28,31138296,5464444857,175.4895277,175,176.5,173,176.5,1.5,9647,7730,8127,6243,6125,-397,118,3.4,15.66,3.58,13136.7925,348832
2016/7/29,30008528,5229445495,174.265312,177,177,172.5,172.5,-4,8686,8420,7730,6064,6243,690,-179,3.48,15.31,3.49,13200.2816,348914
2016/8/1,34703892,6112481446,176.1324478,175,177,174.5,177,4.5,11713,7884,8420,6357,6064,-536,293,3.39,15.71,3.59,13185.5136,357705
2016/8/2,15366106,2707287048,176.1856288,177.5,177.5,175.5,176,-1,6097,7950,7884,6242,6357,66,-115,3.41,15.62,3.57,13242.0445,358396
2016/8/3,21652236,3745324328,172.9763304,172.5,174,172,172.5,-3.5,8267,8666,7950,5871,6242,716,-371,3.48,15.31,3.49,13321.2183,360239
2016/8/4,14292159,2481942916,173.6576619,173,174.5,172.5,174.5,2,4503,8667,8666,5913,5871,1,42,3.44,15.85,3.78,13367.528,369503
2016/8/5,25803777,4555686581,176.551153,175,177.5,174,177,2.5,8212,7463,8667,6074,5913,-1204,161,3.39,16.08,3.84,13378.5462,369840
2016/8/8,16241757,2882438800,177.4708734,178,178,176.5,178,1,5032,7370,7463,6078,6074,-93,4,3.37,16.17,3.86,13420.7058,369116
2016/8/9,16443465,2940137770,178.8028113,178.5,179.5,177,178.5,0.5,6767,7232,7370,6143,6078,-138,65,3.36,16.21,3.87,13398.324,366488
2016/8/10,19307662,3453612114,178.8726213,179,179.5,178,179.5,1,5979,7170,7232,6168,6143,-62,25,3.34,16.3,3.89,13418.9859,364870
2016/8/11,28216223,4982106809,176.568877,177.5,178,175.5,176.5,-3,9250,7606,7170,5733,6168,436,-435,3.4,16.03,3.83,13325.7525,366095
2016/8/12,23986752,4264514880,177.786258,178.5,178.5,177,177.5,1,7860,7497,7606,5961,5733,-109,228,3.38,16.12,3.85,13323.5222,372171
2016/8/15,13660192,2438220101,178.49091,178.5,179,177.5,179,1.5,4907,7260,7497,5999,5961,-237,38,3.35,16.26,3.88,13260.5362,384098
2016/8/16,34284274,6042810224,176.2560358,178,179,175,175.5,-3.5,10692,7625,7260,5731,5999,365,-268,3.42,15.94,3.8,13337.88,416810
2016/8/17,24169622,4272164742,176.7576151,177,177.5,176,177,1.5,8245,7055,7625,5961,5731,-570,230,3.39,16.08,3.84,13392.8456,427286
2016/8/18,27899726,4897229556,175.5296649,176,176.5,175,176,-1,9690,6940,7055,5861,5961,-115,-100,3.41,15.99,3.81,13461.1074,440127
2016/8/19,23496710,4116962848,175.2144384,177,177.5,174,174.5,-1.5,8233,6971,6940,5916,5861,31,55,3.44,15.85,3.78,13429.9939,437067
2016/8/22,21822066,3765989158,172.5771134,173,174,171.5,173,-1.5,7785,7194,6971,5716,5916,223,-200,3.47,15.71,3.75,13418.5251,428815
2016/8/23,21467596,3742518814,174.3333913,174,175,173.5,174,1,6651,7068,7194,5709,5716,-126,-7,3.45,15.8,3.77,13442.5032,430898
2016/8/24,12532486,2182702578,174.163576,175,175.5,173.5,173.5,-0.5,4272,6949,7068,5693,5709,-119,-16,3.46,15.76,3.76,13478.9915,426784
2016/8/25,23973648,4223271748,176.1630832,175,177,174.5,177,3.5,8613,6547,6949,5715,5693,-402,22,3.39,16.08,3.84,13494.786,433150
2016/8/26,15804932,2788761532,176.4488156,175,177,175,177,0,4529,6697,6547,5712,5715,150,-3,3.39,16.08,3.84,13518.6322,430674
2016/8/29,16967254,2980249547,175.6471346,175,177,174,176.5,-0.5,5102,6815,6697,5680,5712,118,-32,3.4,16.03,3.83,13522.0178,419152
2016/8/30,19752234,3452895298,174.8103682,176,176.5,174,174.5,-2,5559,7304,6815,5603,5680,489,-77,3.44,15.85,3.78,13517.3745,430592
2016/8/31,42461245,7408331135,174.4727724,176.5,177,174.5,176,1.5,6850,6940,7304,5648,5603,-364,45,3.41,15.99,3.81,13595.5608,434485
2016/9/1,26101335,4486398290,171.883863,176,176,173,173.5,-2.5,7279,7768,6940,5569,5648,828,-79,3.46,15.76,3.76,13645.0263,424320
2016/9/2,19489130,3368711120,172.8507696,176.5,176.5,174,174.5,1,6315,7515,7768,5621,5569,-253,52,3.44,15.85,3.78,13513.9886,429093
2016/9/5,27982906,4884204996,174.5424509,176.5,177.5,176.5,176.5,2,6513,7136,7515,5710,5621,-379,89,3.4,16.03,3.83,13446.1872,453393
2016/9/6,29646892,5218919616,176.0359776,177,179,176.5,179,2.5,9498,6905,7136,5816,5710,-231,106,3.35,16.26,3.88,13444.8975,462344
2016/9/7,50851477,9311446211,183.1106343,180.5,185,180,184,5,19497,6799,6905,6072,5816,-106,256,3.26,16.71,3.99,13423.6744,459104
2016/9/8,30307949,5555013307,183.2856887,182.5,184.5,182.5,183,-1,10923,7254,6799,6032,6072,455,-40,3.28,16.62,3.97,13488.1699,454636
2016/9/9,30635512,5518555160,180.1358881,181,181,179.5,179.5,-3.5,8177,8195,7254,5940,6032,941,-92,3.34,16.3,3.89,13509.9961,447733
2016/9/10,15470223,2747098264,177.5732815,177,179,176,178,-1.5,5804,8296,8195,5902,5940,101,-38,3.37,16.17,3.86,13506.9425,419775
2016/9/12,42751708,7504512206,175.5371319,177.5,177.5,174,175,-3,14891,9342,8296,5547,5902,1046,-355,3.43,15.89,3.79,13508.5336,407812
2016/9/13,38438582,6736154003,175.244602,176.5,176.5,173.5,175,0,11379,9753,9342,5580,5547,411,33,3.43,15.89,3.79,13402.8531,405238
2016/9/14,52966216,9216408104,174.0054095,174,176,173.5,173.5,-1.5,11689,10913,9753,5457,5580,1160,-123,3.46,15.76,3.76,13332.3968,400423
2016/9/19,57296972,10375685848,181.0861113,179.5,183,178.5,182.5,9,19155,8711,10913,6516,5457,-2202,1059,3.29,16.58,3.96,13315.8872,410024
2016/9/20,23647416,4319888712,182.6791017,182,183.5,181.5,183,0.5,8140,8444,8711,6608,6516,-267,92,3.28,16.62,3.97,13352.6414,414172
2016/9/21,26261794,4805884782,182.9991044,181,184,180.5,184,1,8483,7561,8444,6690,6608,-883,82,3.26,16.71,3.99,13311.3309,420634
2016/9/22,21213260,3921937500,184.8814138,185,185.5,183.5,185.5,1.5,8939,7171,7561,6865,6690,-390,175,3.23,16.85,4.02,13341.6994,426817
2016/9/23,23141189,4313995664,186.4206573,185,187.5,184.5,187.5,2,9042,7456,7171,6891,6865,285,26,3.2,17.03,4.06,13368.1282,431553
2016/9/26,25218996,4635639758,183.8153969,183.5,185,183,183,-4.5,7882,7768,7456,6673,6891,312,-218,3.28,16.62,3.97,13377.0953,429282
2016/9/29,57778769,10764097342,186.2984887,185.5,187.5,185.5,185.5,2.5,15213,7983,7768,6701,6673,215,28,3.23,16.85,4.02,13293.1517,434748
2016/9/30,45163412,8309463356,183.9866163,185.5,186.5,182.5,182.5,-3,11548,8901,7983,6561,6701,918,-140,3.29,16.58,3.96,13333.6369,418037
2016/10/3,18987856,3525971989,185.6961623,186,186.5,184.5,186,3.5,6733,8039,8901,6609,6561,-862,48,3.23,16.89,4.03,13333.2579,422854
2016/10/4,17139682,3191090272,186.1814164,185,187,185,187,1,6392,7965,8039,6609,6609,-74,0,3.21,16.98,4.05,13343.0498,429236
2016/10/5,19144379,3549073494,185.3846235,186,186,184.5,186,-1,6115,8136,7965,6597,6609,171,-12,3.23,16.89,4.03,13349.9741,435214
2016/10/6,15715729,2928528801,186.3438089,185,187.5,185,187.5,1.5,6847,8227,8136,6576,6597,91,-21,3.2,17.03,4.06,13382.3173,438075
2016/10/7,15870415,2969715475,187.1227359,188,188,186,188,0.5,6887,9147,8227,6544,6576,920,-32,3.19,17.08,4.07,13446.7088,434586
2016/10/11,31107793,5874765484,188.8518894,191,191,186,187.5,-0.5,10879,9301,9147,6408,6544,154,-136,3.2,17.03,4.06,13297.4483,417740
2016/10/12,24592212,4625439668,188.0855479,186.5,190,186,189.5,2,7805,9227,9301,6416,6408,-74,8,3.17,17.21,4.11,13275.0047,421685
2016/10/13,40728212,7675208676,188.4494383,190.5,191,187,188.5,-1,13817,9669,9227,6369,6416,442,-47,3.18,17.12,4.09,13264.2091,427876
2016/10/14,34340209,6450978969,187.8549711,187,189,186.5,188,-0.5,13583,8395,9669,6398,6369,-1274,29,3.19,17.08,4.07,13106.9001,421209
2016/10/17,37878270,7051992670,186.1751519,186.5,187.5,185,186.5,-1.5,9908,8708,8395,6322,6398,313,-76,3.22,16.94,4.04,13063.6148,420703
2016/10/18,40651809,7582450283,186.5218417,186.5,187,185.5,187,0.5,8180,9031,8708,6356,6322,323,34,3.21,16.98,4.05,13072.0075,427458
2016/10/19,38143867,7206475473,188.9288119,187.5,189.5,187.5,189.5,2.5,8834,8281,9031,6421,6356,-750,65,3.17,17.21,4.11,13035.8169,442691
2016/10/20,15736203,2989556440,189.9795294,189.5,190.5,189,190.5,1,4787,8177,8281,6469,6421,-104,48,3.15,17.3,4.13,13082.4754,454978
2016/10/21,22316844,4246605266,190.2869987,191,192,188.5,188.5,-2,8198,8519,8177,6435,6469,342,-34,3.18,17.12,4.09,13089.6066,457632
2016/10/24,14381349,2742131352,190.6727493,191,191,189.5,191,2.5,5860,8244,8519,6470,6435,-275,35,3.14,17.35,4.14,13026.165,460579
2016/10/25,19145940,3680309682,192.2240267,192,193,191,193,2,7455,7949,8244,6412,6470,-295,-58,3.11,17.53,4.18,13048.0566,466925
2016/10/26,24885036,4758575792,191.2223793,190.5,192.5,190.5,191.5,-1.5,7594,8471,7949,6306,6412,522,-106,3.13,17.39,4.15,13060.2725,469554
2016/10/27,26883192,5089143513,189.3057756,191.5,191.5,188.5,188.5,-3,9385,9158,8471,6227,6306,687,-79,3.18,17.12,4.09,13095.0541,463053
2016/10/28,33106885,6268990744,189.3561035,189.5,190,188.5,189.5,1,6562,8746,9158,6294,6227,-412,67,3.17,17.21,4.11,13042.9633,457109
2016/10/31,25830651,4871340189,188.5875888,189,190.5,186.5,188.5,-1,6560,8997,8746,6247,6294,251,-47,3.18,17.12,4.09,13037.7857,450490
2016/11/1,15128851,2854597839,188.6856999,188.5,189.5,187.5,189.5,1,5917,8960,8997,6231,6247,-37,-16,3.17,17.21,4.11,13035.7365,450796
2016/11/2,16529619,3085447900,186.6617676,187.5,188,186,186,-3.5,7380,9880,8960,6031,6231,920,-200,3.23,16.89,4.03,12904.4433,440029
2016/11/3,25531563,4724824155,185.0581633,185.5,186.5,184.5,184.5,-1.5,7976,9941,9880,5827,6031,61,-204,3.25,16.76,4,12787.4207,434714
2016/11/4,15107076,2791857480,184.8046227,184.5,186,184,184.5,0,7260,10088,9941,5771,5827,147,-56,3.25,16.76,4,12770.6699,436172
2016/11/7,21430225,4023208624,187.7352489,186.5,189,186,189,4.5,7934,9555,10088,5934,5771,-533,163,3.17,17.17,4.1,12741.7888,436450
2016/11/8,15954387,3011077756,188.7303947,190,190,188,188.5,-0.5,6225,9408,9555,6028,5934,-147,94,3.18,17.12,4.09,12686.614,444256
2016/11/9,55579000,10245544000,184.3419997,190,190.5,182,182,-6.5,22278,11071,9408,5598,6028,1663,-430,3.3,15.38,3.68,12475.3086,412690
2016/11/10,38869432,7258713102,186.7460554,187,188,185.5,185.5,3.5,13292,10617,11071,5812,5598,-454,214,3.23,15.68,3.75,12504.0152,427746
2016/11/11,67636187,12291321069,181.7269958,181.5,183,181,181.5,-4,19522,11629,10617,5598,5812,1012,-214,3.31,15.34,3.67,12536.4776,430597
2016/11/14,48032589,8680850609,180.7283511,181,182,180,180.5,-1,14717,11820,11629,5495,5598,191,-103,3.32,15.26,3.65,12569.4681,429697
2016/11/15,33528517,6055348577,180.602935,179.5,182,179,180,-0.5,11312,11938,11820,5554,5495,118,59,3.33,15.22,3.64,12634.9406,434767
2016/11/16,35293770,6403374640,181.4307352,180.5,183,180,180,0,10900,11811,11938,5654,5554,-127,100,3.33,15.22,3.64,12647.4418,444659
2016/11/17,23256023,4214237980,181.2106042,182,182.5,180.5,181.5,1.5,5234,11902,11811,5619,5654,91,-35,3.31,15.34,3.67,12656.559,456695
2016/11/18,23731433,4291503493,180.836256,181.5,181.5,180,181,-0.5,6949,12755,11902,5535,5619,853,-84,3.31,15.3,3.66,12658.6395,450023
2016/11/21,15622673,2824317313,180.7832317,180.5,181.5,180,181,0,6391,12856,12755,5607,5535,101,72,3.31,15.3,3.66,12652.7923,460761
2016/11/22,31348118,5758734362,183.7027142,182,185,181.5,184,3,10086,11537,12856,5796,5607,-1319,189,3.26,15.55,3.72,12631.8387,463163
2016/11/23,23068606,4278324376,185.4608976,184.5,186.5,184,185.5,1.5,9806,11090,11537,5896,5796,-447,100,3.23,15.68,3.75,12657.0885,473225
2016/11/24,19098768,3505303784,183.5355969,184,185,183,183,-2.5,6354,11450,11090,5823,5896,360,-73,3.28,15.47,3.7,12735.6684,487294
2016/11/25,10226870,1866763623,182.5351865,182.5,183.5,182,182,-1,4117,11626,11450,5774,5823,176,-49,3.3,15.38,3.68,12754.1344,486944
2016/11/28,22360419,4097502666,183.2480271,181.5,184,181.5,184,2,6548,11676,11626,5834,5774,50,60,3.26,15.55,3.72,12767.4302,494334
2016/11/29,26894638,4930405401,183.3229881,183.5,185,182,182,-2,6259,11892,11676,5837,5834,216,3,3.3,15.38,3.68,12810.987,506870
2016/11/30,54053279,9882147890,182.8223574,181.5,183,181.5,183,1,5767,11791,11892,5826,5837,-101,-11,3.28,15.47,3.7,12862.5259,512226
2016/12/1,13923341,2540480903,182.4620185,182,183,181.5,183,0,6514,11974,11791,5783,5826,183,-43,3.28,15.47,3.7,12893.714,514448
2016/12/2,53946366,9634395330,178.59211,179,179.5,178,178,-5,21618,13796,11974,5364,5783,1822,-419,3.37,15.05,3.6,12962.4299,507708
2016/12/5,32249536,5771614169,178.9673553,178,180,178,179,1,10198,13750,13796,5470,5364,-46,106,3.35,15.13,3.62,13006.5151,496112
2016/12/6,27728861,5051414702,182.1717344,181,183,180.5,182,3,10430,12610,13750,5713,5470,-1140,243,3.3,15.38,3.68,12980.7486,497940
2016/12/7,14529260,2645149219,182.0567062,183,183.5,181.5,181.5,-0.5,5127,12908,12610,5690,5713,298,-23,3.31,15.34,3.67,13004.0177,500184
2016/12/8,27276757,5030766288,184.4341792,184,185.5,183,185.5,4,11258,12318,12908,5907,5690,-590,217,3.23,15.68,3.75,13017.537,511028
2016/12/9,24890768,4618750580,185.5607902,186,186,184.5,186,0.5,8116,11987,12318,6066,5907,-331,159,3.23,15.72,3.76,13000.3493,511435
2016/12/12,18817929,3494579936,185.7048103,186,187,184,185,-1,6853,11843,11987,6079,6066,-144,13,3.24,15.64,3.74,12991.0873,494535
2016/12/13,23692594,4398859330,185.6638969,186.5,186.5,184.5,186,1,7561,11667,11843,6202,6079,-176,123,3.23,15.72,3.76,13020.7611,494945
2016/12/14,16768971,3131823106,186.7629866,186.5,187.5,185.5,187.5,1.5,6485,11181,11667,6316,6202,-486,114,3.2,15.85,3.79,13055.0472,494526
2016/12/15,24244941,4508246366,185.9458584,185,187.5,184.5,187,-0.5,6135,11547,11181,6154,6316,366,-162,3.21,15.81,3.78,13127.2532,477504
2016/12/16,36266938,6720634530,185.3102275,185.5,187,185,185,-2,7994,12028,11547,6086,6154,481,-68,3.24,15.64,3.74,13176.3223,477957
2016/12/19,20553355,3763429465,183.1053599,184,184.5,182.5,182.5,-2.5,7956,12471,12028,5929,6086,443,-157,3.29,15.43,3.69,13190.1311,466015
2016/12/20,24243414,4394840051,181.2797509,181,182.5,180,182.5,0,10223,13109,12471,5825,5929,638,-104,3.29,15.43,3.69,13219.894,467442
2016/12/21,32234176,5828554894,180.8191062,181,182,180,180,-2.5,11377,13693,13109,5465,5825,584,-360,3.33,15.22,3.64,13259.4024,472601
2016/12/22,26509271,4758580950,179.5062923,180,180.5,179,179,-1,10768,13798,13693,5315,5465,105,-150,3.35,15.13,3.62,13274.6527,460673
2016/12/23,24376885,4359360001,178.8317089,179,180,178.5,178.5,-0.5,9298,14746,13798,5276,5315,948,-39,3.36,15.09,3.61,13298.301,453894
2016/12/26,5694358,1021265940,179.3469852,179,180,179,179.5,1,3404,14928,14746,5188,5276,182,-88,3.34,15.17,3.63,13303.2757,459845
2016/12/27,8276087,1488495160,179.8549435,180,180.5,179.5,180,0.5,4246,14910,14928,5098,5188,-18,-90,3.33,15.22,3.64,13286.2193,453097
2016/12/28,21441126,3896591783,181.7344753,181,182,180.5,182,2,7026,14145,14910,5129,5098,-765,31,3.3,15.38,3.68,13260.957,450476
2016/12/29,30211764,5453513284,180.509595,180,181.5,180,180,-2,10947,14467,14145,5080,5129,322,-49,3.33,15.22,3.64,13299.287,451432
2016/12/30,36748382,6647442778,180.8907608,181,182.5,180,181.5,1.5,11638,13980,14467,5113,5080,-487,33,3.31,15.34,3.67,13233.6087,455383
2017/1/3,23550783,4300648272,182.6116895,181.5,183.5,181,183,1.5,8743,13308,13980,5174,5113,-672,61,3.28,15.47,3.7,13228.3582,458709
2017/1/4,24482374,4478699942,182.9356884,183,184,181.5,183,0,8476,13239,13308,5271,5174,-69,97,3.28,15.47,3.7,13211.4193,459817
2017/1/5,21373561,3913389163,183.0948602,182,183.5,181.5,183.5,0.5,8297,13237,13239,5258,5271,-2,-13,3.27,15.51,3.71,13197.4422,466818
2017/1/6,23120808,4250912732,183.856582,184,184.5,183.5,184,0.5,9659,13185,13237,5288,5258,-52,30,3.26,15.55,3.72,13220.9997,473935
2017/1/9,18583788,3419409204,183.9995809,184,185,183,184,0,5759,13114,13185,5335,5288,-71,47,3.26,15.55,3.72,13192.2915,476225
2017/1/10,20691305,3811496280,184.2076312,184.5,185.5,183.5,184,0,7831,12936,13114,5319,5335,-178,-16,3.26,15.55,3.72,13169.6694,481767
2017/1/11,29747168,5438136536,182.8119079,185,185,181.5,182,-2,10509,13386,12936,5266,5319,450,-53,3.3,15.38,3.68,13154.563,487655
2017/1/12,48599502,8959263194,184.3488683,182.5,185.5,182.5,184.5,2.5,13220,12595,13386,5904,5266,-791,638,3.25,15.6,3.73,13117.3434,489257
2017/1/13,53089358,9622624651,181.2533625,180.5,182.5,180.5,181.5,-3,16366,13134,12595,5193,5904,539,-711,3.31,15.34,3.67,13143.303,481380
2017/1/16,30878049,5545432320,179.5914088,180,180.5,179,179.5,-2,13441,14125,13134,4989,5193,991,-204,3.34,15.17,3.63,13127.9971,472647
2017/1/17,13207419,2386575839,180.6996385,180.5,181,179.5,181,1.5,5771,13893,14125,4983,4989,-232,-6,3.31,15.3,3.66,13101.918,482118
2017/1/18,23810637,4292682797,180.2842485,180.5,181,179.5,181,0,7783,14112,13893,4958,4983,219,-25,3.31,15.3,3.66,13120.3075,482891
2017/1/19,25935613,4673783621,180.2071777,179.5,181,179.5,180.5,-0.5,8400,14137,14112,4930,4958,25,-28,3.32,15.26,3.65,13128.2427,471904
2017/1/20,42317086,7658563990,180.9804198,181,181.5,180.5,181,0.5,7803,13465,14137,4949,4930,-672,19,3.31,15.3,3.66,13065.5216,466470
2017/1/23,58299156,10699572592,183.5287734,182.5,185,182.5,185,4,13560,11912,13465,5098,4949,-1553,149,3.24,15.64,3.74,13009.2055,465818
2017/1/24,72014239,13356900945,185.4758327,185,186.5,184.5,185.5,0.5,14227,10755,11912,5151,5098,-1157,53,3.23,15.68,3.75,12851.5578,465558
2017/2/2,153703780,28731441750,186.9273596,188,188.5,184,184.5,-1,21047,10305,10750,5177,5151,-445,26,3.25,15.6,3.73,12919.4793,481233
2017/2/3,30387652,5604884683,184.4461258,186,186,183.5,184.5,0,8079,10302,10305,5097,5177,-3,-80,3.25,15.6,3.73,13044.7512,475327
2017/2/6,29702832,5476151588,184.3646285,184.5,185.5,184,184.5,0,8330,10340,10302,5046,5097,38,-51,3.25,15.6,3.73,13178.3242,487702
2017/2/7,23981988,4418689272,184.2503329,183.5,185,183,184.5,0,8712,10382,10340,5047,5046,42,1,3.25,15.6,3.73,13203.2714,493290
2017/2/8,45607272,8371548478,183.5573169,183.5,184.5,183,183.5,-1,8245,10668,10382,4908,5047,286,-139,3.27,15.51,3.71,13331.6457,484686
2017/2/9,23419788,4320161722,184.4663035,184,185.5,183.5,184,0.5,6639,10589,10668,4899,4908,-79,-9,3.26,15.55,3.72,13370.3448,488339
2017/2/10,49257380,9113650300,185.0210121,184.5,185.5,184,185.5,1.5,9566,10933,10589,4870,4899,344,-29,3.23,15.68,3.75,13414.5421,483552
2017/2/13,26155819,4904437753,187.5084758,186.5,188,186.5,187.5,2,10124,10203,10933,5004,4870,-730,134,3.2,15.85,3.79,13452.8924,485459
2017/2/14,46716940,8798947193,188.345966,189,190,187.5,187.5,0,11413,10242,10203,5013,5004,39,9,3.2,15.85,3.79,13445.0231,483638
2017/2/15,39928274,7528270012,188.5448395,187,189.5,186.5,189,1.5,12905,9675,10242,5086,5013,-567,73,3.7,15.98,3.82,13564.1232,483994
2017/2/16,28371087,5360502302,188.9424364,190,190.5,188,189,0,9035,9525,9675,5091,5086,-150,5,3.7,14.66,3.53,13670.0281,471844
2017/2/17,20407880,3870482337,189.6562669,190,190.5,189,189.5,0.5,7390,9357,9525,5124,5091,-168,33,3.69,14.7,3.54,13738.528,471852
2017/2/18,3517102,667392778,189.7564466,190,190.5,189.5,189.5,0,1771,9268,9357,5099,5124,-89,-25,3.69,14.7,3.54,13833.1589,469606
2017/2/20,13280401,2523599428,190.0243395,190,190.5,189.5,190,0.5,6466,9044,9268,5196,5099,-224,97,3.68,14.74,3.55,13806.2662,458729
2017/2/21,31987532,6058373156,189.3979553,190,190,188.5,190,0,8646,9127,9044,5189,5196,83,-7,3.68,14.74,3.55,13820.5832,459553
2017/2/22,26144905,4946742296,189.2048296,190.5,191,188.5,188.5,-1.5,6199,9275,9127,5089,5189,148,-100,3.71,14.62,3.52,13859.2497,463613
2017/2/23,36095621,6809495260,188.6515614,188,189.5,187,188.5,0,7885,9333,9275,4716,5089,58,-373,3.71,14.62,3.52,13870.0065,446300
2017/2/24,26177021,4945608983,188.9294043,187.5,190.5,187.5,189,0.5,7417,9170,9333,4702,4716,-163,-14,3.7,14.66,3.53,13945.2499,443301
